sex,age,height,weight,duration,heart_rate,body_temp,calorie_burn_rate,calories
female,25,171.0,64.0,4.0,86.0,38.9,4.0,16.0
female,22,157.0,59.0,24.0,101.0,41.1,5.5,132.0
female,78,177.0,76.0,22.0,101.0,40.6,6.2727272727272725,138.0
male,55,190.0,93.0,14.0,97.0,40.2,6.142857142857143,86.0
male,77,174.0,82.0,23.0,94.0,40.7,6.478260869565218,149.0
female,42,168.0,68.0,17.0,91.0,40.4,4.647058823529412,79.0
male,33,176.0,80.0,2.0,79.0,38.4,2.0,4.0
female,35,172.0,64.0,25.0,107.0,40.4,6.32,158.0
male,73,188.0,95.0,21.0,103.0,40.4,7.9523809523809526,167.0
female,30,164.0,61.0,4.0,86.0,39.0,4.0,16.0
female,20,158.0,57.0,15.0,95.0,40.5,4.866666666666666,73.0
female,20,172.0,65.0,8.0,97.0,39.6,5.0,40.0
female,71,166.0,66.0,29.0,108.0,40.9,7.0344827586206895,204.0
male,36,181.0,87.0,19.0,105.0,40.4,6.2631578947368425,119.0
male,42,185.0,85.0,24.0,112.0,40.6,7.583333333333333,182.0
female,38,156.0,56.0,20.0,94.0,40.8,5.05,101.0
male,69,189.0,92.0,18.0,99.0,40.3,7.055555555555555,127.0
male,31,176.0,80.0,11.0,81.0,39.7,2.272727272727273,25.0
female,22,170.0,62.0,21.0,105.0,40.4,5.904761904761905,124.0
male,64,184.0,88.0,27.0,109.0,41.1,8.25925925925926,223.0
male,46,200.0,107.0,22.0,102.0,40.6,6.7272727272727275,148.0
male,38,176.0,85.0,11.0,92.0,39.8,4.363636363636363,48.0
male,73,169.0,71.0,26.0,104.0,40.6,7.576923076923077,197.0
female,33,169.0,72.0,6.0,80.0,38.8,3.3333333333333335,20.0
male,33,190.0,95.0,15.0,89.0,40.2,3.8666666666666667,58.0
female,33,166.0,65.0,14.0,89.0,40.4,4.357142857142857,61.0
female,58,156.0,62.0,13.0,94.0,40.2,5.3076923076923075,69.0
male,33,177.0,78.0,10.0,92.0,39.9,4.0,40.0
male,64,180.0,90.0,13.0,90.0,39.8,5.461538461538462,71.0
male,22,175.0,81.0,19.0,94.0,40.4,3.789473684210526,72.0
female,20,149.0,51.0,23.0,100.0,40.7,5.478260869565218,126.0
female,40,163.0,62.0,13.0,101.0,39.9,5.769230769230769,75.0
female,21,153.0,55.0,17.0,89.0,40.3,4.235294117647059,72.0
male,21,192.0,89.0,24.0,96.0,41.0,4.25,102.0
male,42,193.0,95.0,21.0,104.0,40.9,6.571428571428571,138.0
female,61,167.0,63.0,10.0,93.0,39.9,5.3,53.0
male,46,179.0,79.0,20.0,104.0,40.4,6.45,129.0
male,22,183.0,81.0,7.0,85.0,39.3,2.4285714285714284,17.0
female,64,176.0,75.0,5.0,87.0,39.3,4.6,23.0
male,50,181.0,84.0,5.0,92.0,39.0,5.0,25.0
female,27,154.0,54.0,19.0,101.0,40.6,5.631578947368421,107.0
male,31,183.0,87.0,25.0,104.0,40.4,5.88,147.0
female,50,187.0,81.0,4.0,82.0,39.2,3.75,15.0
male,57,209.0,120.0,26.0,105.0,41.0,8.0,208.0
female,67,172.0,73.0,4.0,85.0,38.6,4.5,18.0
female,20,171.0,71.0,9.0,79.0,39.7,3.0,27.0
female,26,164.0,59.0,1.0,87.0,38.0,4.0,4.0
male,23,187.0,84.0,16.0,97.0,40.4,4.375,70.0
male,36,185.0,87.0,20.0,100.0,40.4,5.5,110.0
male,30,186.0,87.0,9.0,96.0,39.5,4.666666666666667,42.0
female,29,161.0,57.0,10.0,91.0,39.9,4.6,46.0
male,39,188.0,91.0,24.0,104.0,40.8,6.375,153.0
male,22,188.0,92.0,11.0,96.0,39.6,4.363636363636363,48.0
male,45,186.0,83.0,10.0,95.0,39.8,5.1,51.0
female,28,165.0,58.0,17.0,86.0,40.2,4.0,68.0
male,46,184.0,89.0,10.0,95.0,39.9,5.3,53.0
female,28,160.0,56.0,28.0,107.0,40.4,6.285714285714286,176.0
female,68,141.0,48.0,2.0,85.0,38.2,5.0,10.0
female,42,165.0,64.0,20.0,94.0,40.6,5.05,101.0
female,40,177.0,71.0,21.0,107.0,40.4,6.285714285714286,132.0
female,43,149.0,53.0,4.0,84.0,38.8,4.25,17.0
male,39,177.0,77.0,7.0,88.0,39.4,3.7142857142857144,26.0
female,32,163.0,58.0,17.0,100.0,40.4,5.588235294117647,95.0
female,63,176.0,73.0,20.0,96.0,40.9,5.5,110.0
male,47,177.0,81.0,6.0,89.0,39.6,4.333333333333333,26.0
male,35,173.0,76.0,17.0,101.0,39.7,5.411764705882353,92.0
male,38,188.0,93.0,28.0,104.0,40.9,6.357142857142857,178.0
male,62,186.0,91.0,27.0,104.0,40.2,7.481481481481482,202.0
female,44,152.0,56.0,23.0,111.0,40.7,7.0,161.0
female,24,173.0,71.0,30.0,110.0,40.8,6.333333333333333,190.0
female,50,159.0,59.0,22.0,94.0,40.6,5.2272727272727275,115.0
female,40,164.0,64.0,15.0,93.0,40.3,4.866666666666666,73.0
male,47,182.0,87.0,23.0,103.0,40.4,6.521739130434782,150.0
female,49,169.0,67.0,22.0,99.0,40.3,5.636363636363637,124.0
female,46,167.0,69.0,13.0,90.0,40.0,4.615384615384615,60.0
female,25,172.0,67.0,23.0,103.0,40.6,5.6521739130434785,130.0
female,20,164.0,66.0,16.0,96.0,40.5,4.8125,77.0
female,20,163.0,58.0,4.0,81.0,38.9,3.25,13.0
female,39,152.0,53.0,6.0,85.0,39.4,4.166666666666667,25.0
female,21,154.0,52.0,26.0,100.0,41.0,5.461538461538462,142.0
male,31,182.0,87.0,22.0,94.0,40.5,4.363636363636363,96.0
female,62,182.0,76.0,10.0,82.0,39.6,3.9,39.0
male,77,194.0,90.0,24.0,103.0,40.7,8.0,192.0
female,25,154.0,53.0,12.0,95.0,40.1,5.0,60.0
male,38,188.0,89.0,1.0,77.0,37.7,2.0,2.0
female,38,168.0,67.0,8.0,80.0,39.6,3.375,27.0
male,51,180.0,87.0,14.0,107.0,40.0,7.285714285714286,102.0
male,25,178.0,83.0,26.0,112.0,40.8,6.730769230769231,175.0
female,36,153.0,57.0,28.0,113.0,41.0,7.071428571428571,198.0
female,57,160.0,62.0,16.0,95.0,40.2,5.4375,87.0
male,24,179.0,83.0,10.0,91.0,39.8,3.5,35.0
male,68,200.0,102.0,12.0,89.0,39.8,5.75,69.0
male,25,177.0,76.0,5.0,85.0,39.1,2.4,12.0
female,77,150.0,52.0,14.0,99.0,40.5,6.357142857142857,89.0
male,47,176.0,78.0,3.0,81.0,38.6,3.0,9.0
female,75,170.0,74.0,25.0,103.0,40.5,6.44,161.0
male,39,197.0,101.0,16.0,106.0,40.3,6.875,110.0
male,79,175.0,83.0,24.0,107.0,40.5,8.583333333333334,206.0
male,61,185.0,81.0,4.0,81.0,38.9,3.75,15.0
male,61,179.0,77.0,11.0,90.0,40.0,5.0,55.0
male,21,185.0,81.0,25.0,112.0,40.7,6.48,162.0
female,61,144.0,47.0,4.0,79.0,38.7,4.0,16.0
female,45,167.0,62.0,30.0,118.0,40.9,7.666666666666667,230.0
male,24,176.0,82.0,20.0,107.0,40.2,5.9,118.0
female,27,154.0,56.0,10.0,84.0,39.5,3.8,38.0
male,58,193.0,96.0,23.0,108.0,40.5,8.0,184.0
male,41,196.0,94.0,15.0,93.0,40.3,4.866666666666666,73.0
female,30,162.0,58.0,19.0,100.0,40.5,5.526315789473684,105.0
female,55,158.0,56.0,18.0,105.0,40.2,6.555555555555555,118.0
male,63,185.0,88.0,27.0,113.0,40.6,8.814814814814815,238.0
male,44,172.0,79.0,6.0,86.0,38.9,3.6666666666666665,22.0
male,54,193.0,95.0,16.0,100.0,40.3,6.5625,105.0
male,44,189.0,88.0,4.0,85.0,39.0,3.75,15.0
male,57,182.0,88.0,28.0,101.0,40.8,6.714285714285714,188.0
male,24,202.0,94.0,22.0,95.0,40.5,4.363636363636363,96.0
female,69,165.0,62.0,29.0,112.0,40.9,7.448275862068965,216.0
male,53,185.0,83.0,14.0,102.0,40.3,6.571428571428571,92.0
male,61,186.0,89.0,27.0,101.0,40.8,6.925925925925926,187.0
female,23,148.0,52.0,25.0,108.0,41.1,6.36,159.0
female,21,167.0,59.0,8.0,88.0,39.4,4.125,33.0
female,27,159.0,61.0,17.0,96.0,40.5,5.0,85.0
female,24,182.0,74.0,7.0,88.0,39.3,4.0,28.0
female,26,166.0,61.0,26.0,99.0,40.8,5.346153846153846,139.0
male,22,188.0,93.0,26.0,112.0,40.8,6.8076923076923075,177.0
male,60,204.0,114.0,3.0,78.0,38.9,4.0,12.0
male,43,184.0,87.0,23.0,106.0,40.6,6.782608695652174,156.0
female,21,159.0,58.0,9.0,84.0,39.6,3.6666666666666665,33.0
male,20,191.0,92.0,27.0,104.0,40.9,5.481481481481482,148.0
female,44,169.0,69.0,7.0,88.0,39.8,4.428571428571429,31.0
female,22,155.0,51.0,1.0,83.0,37.5,4.0,4.0
female,24,161.0,61.0,25.0,97.0,41.0,5.08,127.0
female,23,175.0,68.0,11.0,92.0,40.1,4.454545454545454,49.0
male,70,199.0,103.0,21.0,106.0,40.7,8.428571428571429,177.0
female,72,170.0,67.0,4.0,80.0,38.5,4.0,16.0
male,25,196.0,99.0,9.0,97.0,39.3,4.777777777777778,43.0
male,20,179.0,78.0,4.0,85.0,38.6,2.25,9.0
male,23,189.0,87.0,23.0,110.0,40.0,6.391304347826087,147.0
male,41,178.0,76.0,28.0,104.0,40.8,6.142857142857143,172.0
female,40,172.0,71.0,20.0,101.0,40.7,5.65,113.0
female,56,155.0,55.0,21.0,109.0,40.4,7.0,147.0
male,25,184.0,88.0,19.0,96.0,40.5,4.421052631578948,84.0
female,53,173.0,74.0,28.0,104.0,40.8,6.178571428571429,173.0
female,39,181.0,76.0,7.0,84.0,39.4,3.7142857142857144,26.0
male,50,157.0,62.0,6.0,90.0,39.4,4.166666666666667,25.0
female,30,173.0,68.0,24.0,105.0,40.8,5.958333333333333,143.0
male,24,194.0,94.0,17.0,106.0,40.3,6.0,102.0
female,44,172.0,67.0,17.0,86.0,40.5,4.176470588235294,71.0
female,74,174.0,74.0,14.0,95.0,40.0,5.571428571428571,78.0
male,75,198.0,97.0,1.0,80.0,37.6,5.0,5.0
male,25,185.0,89.0,27.0,104.0,40.8,5.62962962962963,152.0
female,74,167.0,71.0,20.0,100.0,40.6,6.15,123.0
male,54,202.0,99.0,16.0,99.0,40.5,6.5,104.0
male,38,191.0,92.0,11.0,94.0,39.9,4.818181818181818,53.0
female,55,159.0,63.0,6.0,85.0,39.2,4.333333333333333,26.0
male,38,193.0,91.0,13.0,100.0,40.0,5.6923076923076925,74.0
male,31,187.0,90.0,24.0,98.0,40.8,5.041666666666667,121.0
female,29,184.0,72.0,28.0,115.0,40.6,6.928571428571429,194.0
male,79,176.0,82.0,30.0,109.0,40.8,8.833333333333334,265.0
female,38,173.0,77.0,15.0,94.0,40.3,4.8,72.0
female,27,161.0,57.0,9.0,88.0,39.8,4.222222222222222,38.0
male,52,182.0,84.0,12.0,87.0,40.0,4.25,51.0
female,38,157.0,61.0,4.0,87.0,38.4,4.25,17.0
male,66,178.0,82.0,21.0,98.0,40.5,6.571428571428571,138.0
male,72,191.0,92.0,8.0,73.0,39.7,3.25,26.0
female,26,160.0,56.0,25.0,107.0,40.4,6.24,156.0
male,22,182.0,85.0,15.0,87.0,40.5,2.8666666666666667,43.0
male,79,184.0,87.0,24.0,104.0,40.6,8.208333333333334,197.0
male,41,192.0,90.0,28.0,113.0,40.8,7.785714285714286,218.0
male,50,181.0,91.0,24.0,106.0,40.6,7.208333333333333,173.0
male,24,179.0,81.0,19.0,97.0,40.3,4.368421052631579,83.0
female,26,160.0,58.0,14.0,95.0,39.9,4.928571428571429,69.0
female,23,174.0,69.0,8.0,89.0,39.7,4.125,33.0
female,42,162.0,56.0,28.0,108.0,41.0,6.642857142857143,186.0
female,78,146.0,50.0,17.0,95.0,40.3,6.0,102.0
female,33,149.0,52.0,27.0,109.0,40.7,6.62962962962963,179.0
female,21,169.0,62.0,16.0,88.0,40.0,4.0625,65.0
male,32,194.0,94.0,24.0,98.0,40.8,5.166666666666667,124.0
male,28,192.0,92.0,14.0,93.0,40.3,4.214285714285714,59.0
female,20,157.0,57.0,6.0,82.0,39.1,3.5,21.0
male,38,170.0,77.0,19.0,112.0,40.3,7.2105263157894735,137.0
female,47,159.0,56.0,2.0,90.0,38.1,5.0,10.0
male,41,182.0,83.0,16.0,94.0,40.2,4.75,76.0
male,43,178.0,81.0,25.0,102.0,40.8,6.04,151.0
male,31,162.0,66.0,5.0,94.0,39.1,4.0,20.0
male,21,193.0,90.0,24.0,100.0,40.9,4.875,117.0
female,51,150.0,57.0,18.0,100.0,40.1,5.944444444444445,107.0
female,70,166.0,68.0,15.0,92.0,40.2,5.266666666666667,79.0
male,71,210.0,121.0,25.0,111.0,40.6,9.6,240.0
male,26,187.0,84.0,17.0,104.0,40.3,5.588235294117647,95.0
female,26,161.0,60.0,21.0,98.0,40.8,5.238095238095238,110.0
male,24,187.0,92.0,7.0,94.0,39.8,4.142857142857143,29.0
female,21,155.0,59.0,21.0,94.0,40.4,4.714285714285714,99.0
male,66,188.0,93.0,1.0,85.0,37.7,5.0,5.0
male,40,183.0,82.0,27.0,103.0,40.8,6.074074074074074,164.0
female,29,164.0,60.0,9.0,92.0,40.3,4.666666666666667,42.0
female,22,177.0,73.0,16.0,100.0,40.6,5.1875,83.0
female,45,151.0,50.0,20.0,93.0,40.5,5.15,103.0
female,47,181.0,81.0,27.0,104.0,40.8,5.962962962962963,161.0
female,21,173.0,68.0,29.0,112.0,40.7,6.517241379310345,189.0
male,78,196.0,101.0,3.0,88.0,38.6,6.0,18.0
male,59,192.0,97.0,28.0,112.0,41.3,8.642857142857142,242.0
male,34,180.0,78.0,17.0,100.0,40.4,5.235294117647059,89.0
male,75,199.0,103.0,28.0,123.0,40.5,11.214285714285714,314.0
female,24,161.0,60.0,22.0,106.0,40.7,6.045454545454546,133.0
male,22,167.0,73.0,18.0,94.0,40.7,3.6666666666666665,66.0
male,64,197.0,104.0,27.0,105.0,41.3,8.0,216.0
female,21,171.0,71.0,29.0,112.0,41.0,6.482758620689655,188.0
female,28,165.0,65.0,23.0,105.0,40.5,5.956521739130435,137.0
female,32,150.0,54.0,14.0,94.0,40.1,5.0,70.0
male,71,176.0,81.0,20.0,98.0,40.7,6.8,136.0
female,56,167.0,61.0,4.0,83.0,38.7,4.25,17.0
female,45,164.0,61.0,5.0,84.0,39.1,4.0,20.0
female,72,162.0,66.0,14.0,97.0,40.1,5.857142857142857,82.0
female,56,143.0,48.0,10.0,98.0,39.7,5.9,59.0
female,78,184.0,85.0,27.0,109.0,40.6,7.0,189.0
male,32,189.0,95.0,29.0,110.0,41.0,7.0,203.0
male,29,203.0,106.0,20.0,99.0,40.5,5.45,109.0
male,24,185.0,91.0,29.0,97.0,40.8,4.586206896551724,133.0
male,22,185.0,88.0,22.0,113.0,40.6,6.818181818181818,150.0
male,33,193.0,95.0,18.0,91.0,40.7,4.222222222222222,76.0
female,22,173.0,73.0,12.0,95.0,40.3,4.666666666666667,56.0
male,23,193.0,93.0,29.0,103.0,41.1,5.482758620689655,159.0
female,31,173.0,64.0,16.0,86.0,40.3,4.0,64.0
male,35,185.0,86.0,24.0,109.0,40.5,6.791666666666667,163.0
female,68,149.0,52.0,22.0,86.0,40.3,4.818181818181818,106.0
male,62,182.0,84.0,4.0,83.0,38.9,4.25,17.0
female,54,157.0,51.0,2.0,74.0,38.1,3.5,7.0
female,28,161.0,60.0,29.0,110.0,41.2,6.551724137931035,190.0
female,37,174.0,71.0,7.0,86.0,39.9,4.0,28.0
male,46,187.0,89.0,14.0,87.0,40.2,4.071428571428571,57.0
female,23,158.0,53.0,14.0,93.0,40.0,4.714285714285714,66.0
female,24,153.0,47.0,20.0,99.0,40.6,5.5,110.0
female,60,165.0,61.0,3.0,92.0,38.5,5.333333333333333,16.0
male,73,178.0,80.0,10.0,92.0,40.1,6.0,60.0
male,51,184.0,94.0,19.0,111.0,40.5,8.052631578947368,153.0
female,33,179.0,73.0,23.0,104.0,40.8,5.826086956521739,134.0
male,49,171.0,71.0,27.0,107.0,40.8,6.851851851851852,185.0
female,26,181.0,73.0,24.0,104.0,40.6,5.708333333333333,137.0
male,73,170.0,77.0,8.0,85.0,39.6,4.875,39.0
female,67,170.0,74.0,6.0,85.0,39.2,4.333333333333333,26.0
female,73,162.0,65.0,8.0,91.0,39.8,5.25,42.0
female,56,167.0,66.0,10.0,95.0,39.7,5.4,54.0
male,23,198.0,94.0,29.0,106.0,40.8,5.9655172413793105,173.0
male,26,174.0,80.0,11.0,83.0,39.7,2.3636363636363638,26.0
female,20,151.0,54.0,19.0,97.0,40.1,5.105263157894737,97.0
female,57,170.0,71.0,27.0,103.0,41.1,6.148148148148148,166.0
female,78,165.0,65.0,28.0,105.0,40.8,6.821428571428571,191.0
female,63,157.0,58.0,28.0,100.0,40.6,6.142857142857143,172.0
male,52,189.0,85.0,20.0,106.0,40.8,7.15,143.0
male,76,174.0,74.0,6.0,79.0,39.2,4.0,24.0
female,21,160.0,57.0,18.0,97.0,40.2,5.055555555555555,91.0
female,32,154.0,54.0,16.0,94.0,40.5,5.0,80.0
female,76,179.0,81.0,28.0,115.0,40.6,7.642857142857143,214.0
male,38,177.0,81.0,30.0,110.0,41.1,7.0,210.0
male,52,185.0,96.0,29.0,108.0,40.8,7.689655172413793,223.0
female,32,174.0,76.0,10.0,94.0,40.1,4.7,47.0
male,21,183.0,88.0,7.0,94.0,39.4,3.857142857142857,27.0
male,73,191.0,95.0,8.0,87.0,39.8,5.5,44.0
female,70,154.0,59.0,10.0,88.0,40.0,5.0,50.0
male,52,188.0,93.0,14.0,98.0,40.2,6.142857142857143,86.0
female,29,166.0,61.0,29.0,99.0,40.9,5.379310344827586,156.0
female,24,135.0,45.0,6.0,83.0,39.2,3.8333333333333335,23.0
male,68,163.0,62.0,29.0,112.0,40.8,8.344827586206897,242.0
male,60,193.0,97.0,30.0,105.0,40.8,7.666666666666667,230.0
male,76,180.0,88.0,18.0,104.0,40.5,8.055555555555555,145.0
male,56,179.0,83.0,29.0,110.0,40.9,7.896551724137931,229.0
female,24,158.0,52.0,29.0,103.0,41.1,5.827586206896552,169.0
male,28,200.0,106.0,6.0,94.0,39.5,4.666666666666667,28.0
male,24,171.0,74.0,11.0,100.0,39.5,4.636363636363637,51.0
female,26,173.0,68.0,25.0,98.0,40.6,5.12,128.0
male,30,172.0,75.0,28.0,103.0,40.6,5.428571428571429,152.0
male,30,181.0,81.0,9.0,97.0,39.8,4.666666666666667,42.0
male,52,203.0,104.0,7.0,91.0,39.4,5.285714285714286,37.0
female,32,160.0,56.0,11.0,97.0,40.2,5.2727272727272725,58.0
male,49,176.0,76.0,5.0,84.0,39.2,3.6,18.0
female,58,156.0,57.0,27.0,110.0,40.6,7.111111111111111,192.0
male,31,183.0,87.0,15.0,97.0,40.2,4.8,72.0
female,62,168.0,68.0,21.0,99.0,40.5,5.857142857142857,123.0
male,26,189.0,91.0,8.0,94.0,39.5,4.25,34.0
male,73,191.0,98.0,27.0,106.0,40.8,8.444444444444445,228.0
female,52,159.0,57.0,19.0,101.0,40.2,6.052631578947368,115.0
female,28,175.0,71.0,6.0,83.0,39.3,3.5,21.0
male,57,181.0,89.0,16.0,95.0,40.5,5.8125,93.0
male,73,190.0,95.0,5.0,74.0,38.9,3.6,18.0
female,20,175.0,71.0,16.0,98.0,40.2,5.0,80.0
female,23,171.0,66.0,22.0,106.0,40.7,5.954545454545454,131.0
male,21,197.0,89.0,3.0,84.0,38.8,2.3333333333333335,7.0
male,26,176.0,84.0,15.0,92.0,40.2,3.8,57.0
male,56,179.0,87.0,20.0,107.0,40.4,7.55,151.0
female,49,171.0,70.0,5.0,80.0,39.2,3.6,18.0
male,41,201.0,108.0,6.0,92.0,39.7,5.0,30.0
female,47,152.0,55.0,28.0,106.0,40.8,6.535714285714286,183.0
male,54,176.0,72.0,22.0,112.0,40.7,7.863636363636363,173.0
male,50,199.0,102.0,7.0,88.0,39.6,4.714285714285714,33.0
male,47,204.0,98.0,18.0,96.0,40.6,5.666666666666667,102.0
female,55,161.0,64.0,29.0,104.0,40.3,6.344827586206897,184.0
female,40,154.0,56.0,20.0,103.0,40.2,6.05,121.0
male,31,196.0,93.0,2.0,83.0,38.6,3.0,6.0
female,25,159.0,57.0,7.0,79.0,39.6,3.2857142857142856,23.0
male,61,194.0,103.0,9.0,88.0,39.9,5.222222222222222,47.0
female,20,153.0,52.0,14.0,92.0,40.1,4.571428571428571,64.0
female,75,174.0,76.0,18.0,101.0,40.5,6.222222222222222,112.0
female,35,151.0,55.0,25.0,105.0,40.5,6.2,155.0
male,35,174.0,78.0,29.0,102.0,41.0,5.586206896551724,162.0
male,23,182.0,76.0,27.0,107.0,40.5,5.703703703703703,154.0
male,36,181.0,84.0,3.0,77.0,38.6,2.0,6.0
female,27,185.0,81.0,3.0,94.0,38.6,4.666666666666667,14.0
female,23,154.0,54.0,28.0,105.0,41.0,6.0,168.0
female,44,173.0,71.0,25.0,103.0,40.5,5.92,148.0
female,27,159.0,54.0,12.0,97.0,40.4,5.25,63.0
male,50,183.0,93.0,11.0,88.0,39.9,4.545454545454546,50.0
female,20,161.0,58.0,16.0,85.0,40.4,3.75,60.0
female,38,178.0,73.0,11.0,95.0,39.7,4.909090909090909,54.0
female,64,166.0,69.0,15.0,98.0,40.6,5.8,87.0
male,59,183.0,87.0,26.0,110.0,40.6,8.153846153846153,212.0
male,23,196.0,96.0,28.0,98.0,40.9,4.785714285714286,134.0
male,52,172.0,82.0,29.0,111.0,40.9,7.862068965517241,228.0
male,37,178.0,88.0,7.0,86.0,39.2,3.4285714285714284,24.0
male,37,185.0,87.0,13.0,101.0,39.7,5.6923076923076925,74.0
female,51,175.0,76.0,24.0,111.0,40.8,6.833333333333333,164.0
female,77,162.0,58.0,4.0,91.0,39.0,5.5,22.0
male,26,198.0,102.0,14.0,93.0,40.3,4.285714285714286,60.0
female,23,165.0,66.0,11.0,96.0,40.0,4.909090909090909,54.0
female,49,174.0,69.0,22.0,103.0,40.5,6.045454545454546,133.0
male,27,193.0,94.0,7.0,89.0,39.6,3.5714285714285716,25.0
female,31,156.0,54.0,5.0,87.0,39.3,4.2,21.0
female,27,178.0,77.0,19.0,104.0,40.7,5.684210526315789,108.0
female,33,169.0,70.0,13.0,89.0,39.8,4.230769230769231,55.0
female,60,162.0,63.0,12.0,100.0,39.9,6.0,72.0
female,52,172.0,65.0,3.0,80.0,38.4,3.6666666666666665,11.0
female,45,166.0,63.0,28.0,121.0,41.1,8.0,224.0
male,21,171.0,73.0,20.0,91.0,40.7,3.15,63.0
male,56,191.0,96.0,6.0,96.0,39.3,6.0,36.0
male,63,187.0,96.0,3.0,74.0,38.8,3.0,9.0
male,23,186.0,85.0,19.0,98.0,40.4,4.578947368421052,87.0
female,44,175.0,72.0,8.0,94.0,39.8,5.0,40.0
female,48,171.0,69.0,21.0,99.0,40.6,5.619047619047619,118.0
female,53,161.0,56.0,25.0,109.0,40.5,6.96,174.0
female,35,179.0,68.0,5.0,85.0,39.2,3.8,19.0
female,41,147.0,53.0,23.0,100.0,40.3,5.826086956521739,134.0
female,29,165.0,58.0,9.0,84.0,39.5,3.7777777777777777,34.0
female,63,184.0,77.0,1.0,79.0,38.1,4.0,4.0
female,45,177.0,74.0,8.0,84.0,39.7,3.875,31.0
male,61,197.0,104.0,28.0,108.0,41.1,8.285714285714286,232.0
male,55,170.0,80.0,2.0,79.0,38.2,3.0,6.0
male,22,206.0,106.0,3.0,78.0,38.4,2.0,6.0
female,52,161.0,65.0,28.0,103.0,40.5,6.142857142857143,172.0
male,26,197.0,101.0,16.0,93.0,40.5,4.3125,69.0
female,26,160.0,56.0,27.0,105.0,41.0,6.037037037037037,163.0
female,73,160.0,63.0,10.0,80.0,40.1,4.1,41.0
male,70,174.0,81.0,27.0,102.0,40.9,7.333333333333333,198.0
female,20,162.0,58.0,3.0,78.0,38.6,3.0,9.0
female,22,160.0,60.0,25.0,102.0,40.9,5.6,140.0
female,40,181.0,74.0,23.0,98.0,40.8,5.304347826086956,122.0
male,32,185.0,84.0,28.0,107.0,40.9,6.321428571428571,177.0
male,37,175.0,74.0,18.0,95.0,40.3,4.555555555555555,82.0
female,35,158.0,49.0,29.0,110.0,40.8,6.827586206896552,198.0
male,78,181.0,82.0,28.0,112.0,40.6,9.25,259.0
male,38,181.0,89.0,5.0,86.0,39.1,3.6,18.0
male,34,185.0,94.0,4.0,85.0,38.8,3.25,13.0
female,66,172.0,71.0,25.0,99.0,41.0,5.88,147.0
female,33,143.0,46.0,6.0,84.0,39.1,4.0,24.0
female,60,183.0,82.0,10.0,92.0,39.2,4.9,49.0
female,59,132.0,40.0,10.0,92.0,39.9,5.5,55.0
male,58,187.0,87.0,8.0,93.0,39.3,5.5,44.0
male,22,190.0,98.0,24.0,101.0,40.3,5.25,126.0
female,39,174.0,69.0,23.0,93.0,41.1,4.826086956521739,111.0
female,35,170.0,70.0,21.0,94.0,40.8,4.809523809523809,101.0
female,40,178.0,75.0,24.0,108.0,40.8,6.333333333333333,152.0
female,48,175.0,75.0,3.0,76.0,38.9,3.0,9.0
female,21,179.0,71.0,24.0,104.0,40.7,5.625,135.0
male,26,201.0,94.0,10.0,87.0,39.7,3.2,32.0
male,24,187.0,90.0,19.0,95.0,40.7,4.2631578947368425,81.0
female,62,161.0,61.0,18.0,97.0,40.7,5.777777777777778,104.0
male,26,174.0,77.0,9.0,88.0,39.6,3.0,27.0
female,55,174.0,74.0,5.0,85.0,39.1,4.2,21.0
female,20,173.0,72.0,8.0,79.0,39.5,2.875,23.0
male,73,172.0,76.0,4.0,85.0,38.9,4.75,19.0
female,27,166.0,59.0,13.0,88.0,40.1,4.230769230769231,55.0
female,63,153.0,49.0,22.0,101.0,40.9,6.363636363636363,140.0
female,23,158.0,54.0,9.0,92.0,39.4,4.666666666666667,42.0
female,22,164.0,62.0,2.0,85.0,38.5,3.5,7.0
male,53,178.0,82.0,18.0,102.0,40.3,6.555555555555555,118.0
female,28,159.0,58.0,3.0,78.0,38.3,3.0,9.0
female,54,153.0,55.0,28.0,111.0,40.7,7.178571428571429,201.0
male,74,187.0,90.0,12.0,77.0,40.1,3.9166666666666665,47.0
female,35,167.0,63.0,28.0,117.0,40.9,7.392857142857143,207.0
male,36,188.0,86.0,23.0,108.0,40.6,6.695652173913044,154.0
female,21,183.0,73.0,27.0,103.0,40.8,5.518518518518518,149.0
male,24,175.0,75.0,17.0,94.0,40.4,3.764705882352941,64.0
male,28,210.0,119.0,30.0,111.0,40.9,7.5,225.0
female,21,140.0,48.0,27.0,106.0,40.6,6.148148148148148,166.0
female,28,160.0,60.0,1.0,86.0,37.4,4.0,4.0
female,20,152.0,56.0,12.0,96.0,39.9,5.0,60.0
male,71,175.0,77.0,2.0,80.0,38.2,4.0,8.0
female,46,169.0,72.0,4.0,86.0,38.6,4.25,17.0
male,27,168.0,64.0,24.0,105.0,40.5,5.333333333333333,128.0
female,35,172.0,72.0,28.0,106.0,40.8,6.071428571428571,170.0
male,49,189.0,86.0,29.0,109.0,40.8,7.482758620689655,217.0
male,32,177.0,82.0,27.0,106.0,40.6,6.111111111111111,165.0
female,31,157.0,57.0,10.0,95.0,40.0,5.0,50.0
female,45,158.0,56.0,11.0,87.0,39.7,4.454545454545454,49.0
male,36,191.0,93.0,15.0,98.0,40.3,5.333333333333333,80.0
male,52,171.0,72.0,3.0,92.0,38.4,4.666666666666667,14.0
female,28,164.0,60.0,19.0,103.0,40.3,5.7894736842105265,110.0
female,71,149.0,49.0,9.0,90.0,39.7,5.333333333333333,48.0
